rank,company,growth,revenue_range,employee_growth,year_founded,industry,city,state,profile_url
"3,866","Beltway Air Conditioning, Heating & Plumbing",96%,Locked,Locked,Locked,Construction,Halethorpe,MD,https://www.inc.com/profile/beltway-air-conditioning-heating--plumbing
"3,867",Alpine Trust & Properties,96%,Locked,Locked,Locked,Real Estate,DEERFIELD BEACH,FL,https://www.inc.com/profile/alpine-trust--properties
"3,868",Southern EEZ Landscaping,96%,Locked,Locked,Locked,Environmental Services,Fort Mill,SC,https://www.inc.com/profile/southern-horticulture-group
"3,869",PowerPlay Strategies Corporation,96%,Locked,Locked,Locked,Travel & Hospitality,Springfield,VA,https://www.inc.com/profile/powerplay-strategies-oration
"3,870",Summit Companies,96%,Locked,Locked,Locked,Construction,Mendota Heights,MN,https://www.inc.com/profile/summit-companies
"3,871",Canyon State electric,96%,Locked,Locked,Locked,Construction,Phoenix,AZ,https://www.inc.com/profile/canyon-state-electric
"3,873",Prolocity Cloud Solutions,96%,Locked,Locked,Locked,IT Services,Covington,KY,https://www.inc.com/profile/prolocity-cloud-solutions
"3,874",Magnus Technologies,96%,Locked,Locked,Locked,Logistics & Transportation,Austin,TX,https://www.inc.com/profile/magnus-technologies
"3,875",Local Web Leads,96%,Locked,Locked,Locked,"Advertising, Marketing & PR",Austin,TX,https://www.inc.com/profile/local-web-leads-lp
"3,876",EGA Associates,96%,Locked,Locked,Locked,Human Resources,Jeannette,PA,https://www.inc.com/profile/ega-associates
"3,877",HumanIT Solutions,96%,Locked,Locked,Locked,IT Services,Beavercreek,OH,https://www.inc.com/profile/humanit-solutions
"3,878",Telliant Systems,96%,Locked,Locked,Locked,Software,Alpharetta,GA,https://www.inc.com/profile/telliant-systems
"3,879",NetDocuments,96%,Locked,Locked,Locked,Software,Lehi,UT,https://www.inc.com/profile/netdocuments
"3,880",Classic Refrigeration,96%,Locked,Locked,Locked,Construction,Brea,CA,https://www.inc.com/profile/classic-refrigeration
"3,882",Bayside Sod,96%,Locked,Locked,Locked,Environmental Services,Bradenton,FL,https://www.inc.com/profile/bayside-sod
"3,884",TekConcierge,96%,Locked,Locked,Locked,IT Services,Richardson,TX,https://www.inc.com/profile/TekConcierge
"3,885",ShipSigma,96%,Locked,Locked,Locked,Logistics & Transportation,Indianapolis,IN,https://www.inc.com/profile/shipsigma
"3,886",Fresh Prints,96%,Locked,Locked,Locked,Retail,New York,NY,https://www.inc.com/profile/fresh-prints
"3,887",20four7VA,96%,Locked,Locked,Locked,Human Resources,Berlin,MD,https://www.inc.com/profile/20four7va
"3,888",Excel Services,96%,Locked,Locked,Locked,Construction,Louisville,KY,https://www.inc.com/profile/excel-services
"3,889",Center Ice Skate and Sport,96%,Locked,Locked,Locked,Retail,Houghton,MI,https://www.inc.com/profile/center-ice-skate-and-sport
"3,890",Triangle Smart Divorce,96%,Locked,Locked,Locked,Legal,Cary,NC,https://www.inc.com/profile/triangle-smart-divorce
"3,891",Work Designs,95%,Locked,Locked,Locked,Business Products & Services,Eunice,LA,https://www.inc.com/profile/Work-Designs
"3,894",TrueComp,95%,Locked,Locked,Locked,Government Services,West Hollywood,CA,https://www.inc.com/profile/govinvest
"3,895",Next Level Growth,95%,Locked,Locked,Locked,Business Products & Services,Phoenix,AZ,https://www.inc.com/profile/next-level-growth
"3,896",Scadea Software Solutions,95%,Locked,Locked,Locked,IT Services,Princeton,NJ,https://www.inc.com/profile/scadea-software-solutions
"3,897",Openwork,95%,Locked,Locked,Locked,Human Resources,Austin,TX,https://www.inc.com/profile/openwork
"3,898",Lyons and Associates P.C.,95%,Locked,Locked,Locked,Legal,Somerville,NJ,https://www.inc.com/profile/lyons-and-associates-pc
"3,900",5iron Cyber,95%,Locked,Locked,Locked,Security,Franklin,TN,https://www.inc.com/profile/5iron
"3,902",Employ,95%,Locked,Locked,Locked,Human Resources,Denver,CO,https://www.inc.com/profile/Employ
"3,904",Brander Group,95%,Locked,Locked,Locked,IT Services,Scottsdale,AZ,https://www.inc.com/profile/brander-group
"3,906",Lucasys,95%,Locked,Locked,Locked,Software,Cumming,GA,https://www.inc.com/profile/lucasys
"3,908",Consolidus,95%,Locked,Locked,Locked,"Advertising, Marketing & PR",Akron,OH,https://www.inc.com/profile/consolidus
"3,909",The Bid Lab,95%,Locked,Locked,Locked,Government Services,Nyack,NY,https://www.inc.com/profile/the-bid-lab
"3,910",Axle Logistics,95%,Locked,Locked,Locked,Logistics & Transportation,Knoxville,TN,https://www.inc.com/profile/axle-logistics
"3,911",PowerApps911,95%,Locked,Locked,Locked,IT Services,Maineville,OH,https://www.inc.com/profile/powerapps911
"3,912",Sonatafy Technology,95%,Locked,Locked,Locked,Software,Scottsdale,AZ,https://www.inc.com/profile/sonatafy-technology
"3,913",SumZero Energy Systems,95%,Locked,Locked,Locked,Construction,Holliston,MA,https://www.inc.com/profile/sumzero-energy-systems
"3,915",Daniels Construction,94%,Locked,Locked,Locked,Construction,Madison,WI,https://www.inc.com/profile/daniels-construction
"3,916",Youtech,94%,Locked,Locked,Locked,"Advertising, Marketing & PR",Lisle,IL,https://www.inc.com/profile/youtech-associates
"3,917",Gridiron IT Solutions,94%,Locked,Locked,Locked,Business Products & Services,Reston,VA,https://www.inc.com/profile/gridiron-it-solutions
"3,918",Helping Hands Cleaning Services,94%,Locked,Locked,Locked,Consumer Services,Elmhurst,IL,https://www.inc.com/profile/helping-hands-cleaning-services
"3,919",Full Visibility,94%,Locked,Locked,Locked,IT Services,Vienna,VA,https://www.inc.com/profile/full-visibility
"3,920",Worthy Promotional Products,94%,Locked,Locked,Locked,Business Products & Services,Wetumpka,AL,https://www.inc.com/profile/worthy-promotional-products
"3,921",Songtradr,94%,Locked,Locked,Locked,Business Products & Services,West Hollywood,CA,https://www.inc.com/profile/songtradr
"3,924",Susco Solutions,94%,Locked,Locked,Locked,Software,Harvey,LA,https://www.inc.com/profile/susco-solutions
"3,925",Automated Systems Design,94%,Locked,Locked,Locked,IT Services,Alpharetta,GA,https://www.inc.com/profile/automated-systems-design
"3,927",Open Integration Consulting,94%,Locked,Locked,Locked,Business Products & Services,NRH,TX,https://www.inc.com/profile/open-integration-consulting
"3,928",Compose.ly,94%,Locked,Locked,Locked,Business Products & Services,Seattle,WA,https://www.inc.com/profile/composely
"3,929",Veteran Electrical Power Systems,94%,Locked,Locked,Locked,Engineering,Sylmar,CA,https://www.inc.com/profile/veteran-electrical-power-systems
"3,930",Freed Marcroft,94%,Locked,Locked,Locked,Legal,Hartford,CT,https://www.inc.com/profile/freed-marcroft
"3,931",Sapphire Check,94%,Locked,Locked,Locked,Human Resources,Brooklyn,NY,https://www.inc.com/profile/sapphire-check
"3,932",LoanPro Software,94%,Locked,Locked,Locked,Software,FARMINGTON,UT,https://www.inc.com/profile/loanpro-software
"3,933",Innovative Business Solutions,94%,Locked,Locked,Locked,Business Products & Services,Castle Rock,CO,https://www.inc.com/profile/innovative-business-solutions
"3,934",Estenda Solutions,94%,Locked,Locked,Locked,Software,Wayne,PA,https://www.inc.com/profile/estenda-solutions
"3,935",Interim Physicians,94%,Locked,Locked,Locked,Human Resources,Dallas,TX,https://www.inc.com/profile/interim-physicians
"3,936",Auston Mealer's Restaurant Equipment Service,94%,Locked,Locked,Locked,Business Products & Services,Dyersburg,TN,https://www.inc.com/profile/auston-mealers-restaurant-equipment-service
"3,937",Eldridge Roofing & Solar,93%,Locked,Locked,Locked,Construction,Spring,TX,https://www.inc.com/profile/eldridge-roofing--restoration
"3,938",Axxum Consulting,93%,Locked,Locked,Locked,Business Products & Services,Chicago,IL,https://www.inc.com/profile/axxum-consulting
"3,939",Revolution Office,93%,Locked,Locked,Locked,Business Products & Services,Chatsworth,CA,https://www.inc.com/profile/revolution-office
"3,942",The Carin Nguyen Real Estate Network,93%,Locked,Locked,Locked,Real Estate,Litchfield Park,AZ,https://www.inc.com/profile/the-carin-nguyen-real-estate-network
"3,943",KC Power Clean.,93%,Locked,Locked,Locked,Consumer Services,Brea,CA,https://www.inc.com/profile/kc-power-clean
"3,944",Ammunition,93%,Locked,Locked,Locked,"Advertising, Marketing & PR",Atlanta,GA,https://www.inc.com/profile/ammunition
"3,945",Supplier.io,93%,Locked,Locked,Locked,Software,Westchester,IL,https://www.inc.com/profile/supplierio
"3,946",KRS IT Consulting,93%,Locked,Locked,Locked,IT Services,Parsippany,NJ,https://www.inc.com/profile/krs-it-consulting
"3,947",Verus Research,93%,Locked,Locked,Locked,Engineering,Albuquerque,NM,https://www.inc.com/profile/xl-scientific
"3,948",MCS,93%,Locked,Locked,Locked,Real Estate,Lewisville,TX,https://www.inc.com/profile/mcs
"3,949",Tecovas,93%,Locked,Locked,Locked,Consumer Products,Austin,TX,https://www.inc.com/profile/tecovas
"3,950",CQ fluency,93%,Locked,Locked,Locked,Business Products & Services,Hackensack,NJ,https://www.inc.com/profile/cq-fluency
"3,951",Techromix Solutions,93%,Locked,Locked,Locked,IT Services,Playa Vista,CA,https://www.inc.com/profile/luminos-labs
"3,952",Lightbridge Academy,93%,Locked,Locked,Locked,Education,Iselin,NJ,https://www.inc.com/profile/lightbridge-academy
"3,953",First Division Consulting,93%,Locked,Locked,Locked,Government Services,Burke,VA,https://www.inc.com/profile/first-division-consulting
"3,954",Jm Construction Group,93%,Locked,Locked,Locked,Construction,Rockford,IL,https://www.inc.com/profile/jm-construction-group
"3,955",FinQuery,93%,Locked,Locked,Locked,Software,Atlanta,GA,https://www.inc.com/profile/finquery
"3,956",AIR CONTROL AIR CONDITIONING,93%,Locked,Locked,Locked,Construction,Lake Havasu City,AZ,https://www.inc.com/profile/air-control-air-conditioning
"3,957",ScalaHosting,93%,Locked,Locked,Locked,IT Services,Dallas,TX,https://www.inc.com/profile/ScalaHosting
"3,958",Ad Advance,93%,Locked,Locked,Locked,"Advertising, Marketing & PR",Duluth,MN,https://www.inc.com/profile/ad-advance
"3,959",iT1 Source,93%,Locked,Locked,Locked,IT Services,Tempe,AZ,https://www.inc.com/profile/it1
"3,960",Aqua-Tots Swim Schools Holding,93%,Locked,Locked,Locked,Education,Mesa,AZ,https://www.inc.com/profile/aqua-tots-swim-school-holding
"3,961",iPlum,93%,Locked,Locked,Locked,Software,Santa Clara,CA,https://www.inc.com/profile/iplum
"3,962",Mesh Systems,93%,Locked,Locked,Locked,Software,Carmel,IN,https://www.inc.com/profile/mesh-systems
"3,963",MatterHackers,93%,Locked,Locked,Locked,Retail,Lake Forest,CA,https://www.inc.com/profile/matterhackers
"3,964",Hueman People Solutions,93%,Locked,Locked,Locked,Business Products & Services,Jacksonville,FL,https://www.inc.com/profile/hueman-people-solutions
"3,965",Extreme Nitrogen,92%,Locked,Locked,Locked,Energy,Harvey,LA,https://www.inc.com/profile/extreme-nitrogen
"3,966",Clarks Lumber & Millwork,92%,Locked,Locked,Locked,Manufacturing,Fredericksburg,VA,https://www.inc.com/profile/clarks-lumber--millwork
"3,967",Proforma Printhouse,92%,Locked,Locked,Locked,"Advertising, Marketing & PR",Schoolcraft,MI,https://www.inc.com/profile/proforma-printhouse
"3,968",The Edit,92%,Locked,Locked,Locked,"Advertising, Marketing & PR",Los Angeles,CA,https://www.inc.com/profile/edit-media-group
"3,969",Stukent,92%,Locked,Locked,Locked,Education,Idaho Falls,ID,https://www.inc.com/profile/stukent
"3,970",Spry,92%,Locked,Locked,Locked,Business Products & Services,Anderson,IN,https://www.inc.com/profile/spry
"3,971",TechFocus,92%,Locked,Locked,Locked,Government Services,Boulder,CO,https://www.inc.com/profile/techfocus
"3,972",Seven Figure Agency,92%,Locked,Locked,Locked,"Advertising, Marketing & PR",Palmetto Bay,FL,https://www.inc.com/profile/seven-figure-agency
"3,974",Arch Painting,92%,Locked,Locked,Locked,Construction,Woburn,MA,https://www.inc.com/profile/arch-painting
"3,976",Claria Partners,92%,Locked,Locked,Locked,Human Resources,Waltham,MA,https://www.inc.com/profile/claria-partners
"3,977",CTN Solutions,92%,Locked,Locked,Locked,IT Services,Blue Bell,PA,https://www.inc.com/profile/ctn-solutions
"3,978",ROCS Grad Staffing,92%,Locked,Locked,Locked,Human Resources,Herndon,VA,https://www.inc.com/profile/rocs-grad-staffing
"3,981",Triangle Consulting Group,92%,Locked,Locked,Locked,Business Products & Services,Raleigh,NC,https://www.inc.com/profile/triangle-consulting-group
"3,982",The CERES Group,92%,Locked,Locked,Locked,IT Services,Boston,MA,https://www.inc.com/profile/the-ceres-group
"3,983",Pathstone Partners,92%,Locked,Locked,Locked,Business Products & Services,Chicago,IL,https://www.inc.com/profile/pathstone-partners
"3,984",ASB Resources,92%,Locked,Locked,Locked,IT Services,Princeton,NJ,https://www.inc.com/profile/asb-resources
"3,986",Laritech,91%,Locked,Locked,Locked,Manufacturing,Moorpark,CA,https://www.inc.com/profile/laritech
"3,987",Digitive,91%,Locked,Locked,Locked,Human Resources,San Jose,CA,https://www.inc.com/profile/digitive
"3,988",Mary Frances Accessories,91%,Locked,Locked,Locked,Retail,San Francisco,CA,https://www.inc.com/profile/mary-frances-accessories
"3,989",TravelNet Solutions,91%,Locked,Locked,Locked,Software,Cottage Grove,MN,https://www.inc.com/profile/travelnet-solutions
"3,990",Denik,91%,Locked,Locked,Locked,Consumer Products,Logan,UT,https://www.inc.com/profile/denik
"3,991",Revance (formerly Crown Laboratories),91%,Locked,Locked,Locked,Consumer Products,Nashville,TN,https://www.inc.com/profile/revance
"3,992",af&co.,91%,Locked,Locked,Locked,"Advertising, Marketing & PR",San Francisco,CA,https://www.inc.com/profile/afco
"3,994",Arc Health PBC,91%,Locked,Locked,Locked,Human Resources,Redmond,OR,https://www.inc.com/profile/arc-health
"3,996",NW Navigator Luxury Coaches,91%,Locked,Locked,Locked,Travel & Hospitality,Beaverton,OR,https://www.inc.com/profile/nw-navigator-luxury-coaches
"3,997",INVID,91%,Locked,Locked,Locked,IT Services,San Juan,PR,https://www.inc.com/profile/invid
"3,998",Innovien Solutions,91%,Locked,Locked,Locked,IT Services,Atlanta,GA,https://www.inc.com/profile/innovien-solutions
"3,999",Revel Interactive,91%,Locked,Locked,Locked,"Advertising, Marketing & PR",Denver,CO,https://www.inc.com/profile/revel-interactive
"4,000",Userlytics Corporation,91%,Locked,Locked,Locked,Business Products & Services,Miami,FL,https://www.inc.com/profile/userlytics-oration
"4,001",Hedy & Hopp,91%,Locked,Locked,Locked,"Advertising, Marketing & PR",Webster Groves,MO,https://www.inc.com/profile/hedy--hopp
"4,002",Alamo1,91%,Locked,Locked,Locked,Environmental Services,San Antonio,TX,https://www.inc.com/profile/alamo1
"4,003",CLOVITY,90%,Locked,Locked,Locked,IT Services,Dublin,CA,https://www.inc.com/profile/clovity
"4,004",Dualboot Partners,90%,Locked,Locked,Locked,Software,Raleigh,NC,https://www.inc.com/profile/dualboot-partners
"4,005",Exacom,90%,Locked,Locked,Locked,Software,Manchester,NH,https://www.inc.com/profile/exacom
"4,006",Maxfield Group,90%,Locked,Locked,Locked,IT Services,Cranston,RI,https://www.inc.com/profile/maxfield-group
"4,007",BIGSCOOTS,90%,Locked,Locked,Locked,IT Services,Chicago,IL,https://www.inc.com/profile/bigscoots
"4,008",Joseph David Advertising,90%,Locked,Locked,Locked,"Advertising, Marketing & PR",Indianapolis,IN,https://www.inc.com/profile/jda-worldwide
"4,009",Per Se Group,90%,Locked,Locked,Locked,Business Products & Services,Wheaton,IL,https://www.inc.com/profile/per-se-group
"4,010",GreenSheen Paint/GreenSheen,90%,Locked,Locked,Locked,Environmental Services,Denver,CO,https://www.inc.com/profile/greensheen-paintgreensheen
"4,012",Valiant Residential,90%,Locked,Locked,Locked,Real Estate,Dallas,TX,https://www.inc.com/profile/valiant-residential
"4,013",Stancil Plumbing,90%,Locked,Locked,Locked,Construction,Concord,NC,https://www.inc.com/profile/stancil-plumbing
"4,014",BWS Landscaping,90%,Locked,Locked,Locked,Business Products & Services,Ashland,VA,https://www.inc.com/profile/bws-landscaping
"4,015",FacilityRX Services,90%,Locked,Locked,Locked,Construction,Farminton Hills,MI,https://www.inc.com/profile/facilityrx-services
"4,016",York Building Services,90%,Locked,Locked,Locked,Business Products & Services,Moonachie,NJ,https://www.inc.com/profile/york-building-services
"4,017",Carahsoft Technology,90%,Locked,Locked,Locked,Government Services,Reston,VA,https://www.inc.com/profile/carahsoft-technology
"4,018",Evenbound,90%,Locked,Locked,Locked,"Advertising, Marketing & PR",Grand Haven,MI,https://www.inc.com/profile/evenbound
"4,019",Trackforce,90%,Locked,Locked,Locked,Software,San Diego,CA,https://www.inc.com/profile/trackforce-valiant
"4,020",Bloomreach,90%,Locked,Locked,Locked,"Advertising, Marketing & PR",Mountain View,CA,https://www.inc.com/profile/bloomreach
"4,021",Mayvin,90%,Locked,Locked,Locked,Government Services,alexandria,VA,https://www.inc.com/profile/mayvin
"4,024",TurnKey Housing,90%,Locked,Locked,Locked,Travel & Hospitality,Alexandria,VA,https://www.inc.com/profile/turnkey-housing
"4,025",i4 Search Group,90%,Locked,Locked,Locked,Human Resources,West Chester,OH,https://www.inc.com/profile/i4-search-group
"4,027",Solwey Consulting,90%,Locked,Locked,Locked,Software,Austin,TX,https://www.inc.com/profile/solwey-consulting
"4,028",PowerHouseAV LC,89%,Locked,Locked,Locked,IT Services,Woodbridge,VA,https://www.inc.com/profile/powerhouseav-lc
"4,030",XLR8 Delivery,89%,Locked,Locked,Locked,Logistics & Transportation,HOUSTON,TX,https://www.inc.com/profile/xlr8-delivery
"4,031",The Revel Group,89%,Locked,Locked,Locked,Travel & Hospitality,CHICAGO,IL,https://www.inc.com/profile/the-revel-group
"4,032",Proforma Solutions for Printing & Promotional,89%,Locked,Locked,Locked,Business Products & Services,Bakersfield,CA,https://www.inc.com/profile/proforma-solutions-for-printing
"4,033",Trine Construction Corporation,89%,Locked,Locked,Locked,Construction,St. Charles,IL,https://www.inc.com/profile/trine-construction-oration
"4,034",Learning Sciences Corporation,89%,Locked,Locked,Locked,Software,Baton Rouge,LA,https://www.inc.com/profile/learning-sciences
"4,035",RuffLand Performance Kennels,89%,Locked,Locked,Locked,Manufacturing,Tea,SD,https://www.inc.com/profile/roto-mold
"4,036",Sedna Consulting Group.,89%,Locked,Locked,Locked,Human Resources,Philadelphia,PA,https://www.inc.com/profile/sedna-consulting-group
"4,037",Lawnline Marketing,89%,Locked,Locked,Locked,"Advertising, Marketing & PR",Tampa,FL,https://www.inc.com/profile/lawnline-marketing
"4,038",Engage fi,89%,Locked,Locked,Locked,Business Products & Services,Tampa,FL,https://www.inc.com/profile/engage-fi
"4,039",RAM Technologies,89%,Locked,Locked,Locked,Software,Philadelphia,PA,https://www.inc.com/profile/ram-technologies
"4,040",FourSeasons,89%,Locked,Locked,Locked,Construction,Knoxville,TN,https://www.inc.com/profile/fourseasons
"4,041",AEBetancourt,89%,Locked,Locked,Locked,Human Resources,Grand Rapids,MI,https://www.inc.com/profile/aebetancourt
"4,042",fullthrottle.ai,89%,Locked,Locked,Locked,"Advertising, Marketing & PR",West Chester,PA,https://www.inc.com/profile/fullthrottleai
"4,043",Stream Companies,89%,Locked,Locked,Locked,"Advertising, Marketing & PR",West Chester,PA,https://www.inc.com/profile/stream-companies
"4,044","Brick Business Law, P.A.",89%,Locked,Locked,Locked,Legal,Tampa,FL,https://www.inc.com/profile/brick-business-law-pa
"4,045",Softal Technologies,89%,Locked,Locked,Locked,Human Resources,Chicago,IL,https://www.inc.com/profile/mojo-trek
"4,046",Integrative Systems,89%,Locked,Locked,Locked,IT Services,Itasca,IL,https://www.inc.com/profile/integrative-systems
"4,048",Five Nines Technology Group,89%,Locked,Locked,Locked,IT Services,Lincoln,NE,https://www.inc.com/profile/five-nines-technology-group
"4,049",RAPS Consulting,89%,Locked,Locked,Locked,Software,Edison,NJ,https://www.inc.com/profile/raps-consulting
"4,050",SteelCo Buildings,89%,Locked,Locked,Locked,Construction,Covington,GA,https://www.inc.com/profile/steelco-buildings
"4,052",JSA+Partners,89%,Locked,Locked,Locked,"Advertising, Marketing & PR",Santa Monica,CA,https://www.inc.com/profile/jsapartners
"4,053",Cory's Lawn Service,89%,Locked,Locked,Locked,Consumer Services,Reno,NV,https://www.inc.com/profile/corys-lawn-service
"4,054",Usa Truck Brokers,89%,Locked,Locked,Locked,Logistics & Transportation,Hialeah,FL,https://www.inc.com/profile/usa-truck-brokers
"4,055",TRISTAR,88%,Locked,Locked,Locked,Government Services,Bloomington,IN,https://www.inc.com/profile/tri-star-engineering
"4,056",Bilingual Global,88%,Locked,Locked,Locked,Business Products & Services,Miami,FL,https://www.inc.com/profile/bilingual-global
"4,057",Yes&,88%,Locked,Locked,Locked,"Advertising, Marketing & PR",Alexandria,VA,https://www.inc.com/profile/yes
"4,058",Easy Automation,88%,Locked,Locked,Locked,Business Products & Services,Welcome,MN,https://www.inc.com/profile/easy-automation
"4,060",Interlink Cloud Advisors,88%,Locked,Locked,Locked,IT Services,Mason,OH,https://www.inc.com/profile/interlink-cloud-advisors
"4,061",Infinite Pest Solutions,88%,Locked,Locked,Locked,Consumer Services,Fort Myers,FL,https://www.inc.com/profile/infinite-pest-solutions
"4,062",eDesign Interactive,88%,Locked,Locked,Locked,"Advertising, Marketing & PR",Morristown,NJ,https://www.inc.com/profile/edesign-interactive
"4,064",The Pipeline Group,88%,Locked,Locked,Locked,Business Products & Services,San Jose,CA,https://www.inc.com/profile/the-pipeline-group
"4,065",Coretek,88%,Locked,Locked,Locked,IT Services,Farmington Hills,MI,https://www.inc.com/profile/coretek-services
"4,066",Restroom Remodels Company,88%,Locked,Locked,Locked,Business Products & Services,Ipswich,MA,https://www.inc.com/profile/restroom-remodels-company
"4,067",ERP Advisors Group,88%,Locked,Locked,Locked,Business Products & Services,Lakewood,CO,https://www.inc.com/profile/erp-advisors-group
"4,068",Freedom Real Estate & Capital,88%,Locked,Locked,Locked,Real Estate,HUNTSVILLE,AL,https://www.inc.com/profile/freedom-real-estate
"4,069",Cloud Communications Group,88%,Locked,Locked,Locked,IT Services,Dallas,TX,https://www.inc.com/profile/cloud-communications-group
"4,071",Tierra Encantada,88%,Locked,Locked,Locked,Education,Minneapolis,MN,https://www.inc.com/profile/tierra-encantada
"4,073",Bonusly,88%,Locked,Locked,Locked,Software,Boulder,CO,https://www.inc.com/profile/bonusly
"4,074",C. & H. Electric,88%,Locked,Locked,Locked,Construction,Waterbury,CT,https://www.inc.com/profile/c--h-electric
"4,075",BTW Global,88%,Locked,Locked,Locked,Consumer Products,Washington,NC,https://www.inc.com/profile/btw-global
"4,077",Centerpoint IT,88%,Locked,Locked,Locked,IT Services,Roswell,GA,https://www.inc.com/profile/centerpoint-it
"4,078",TLK Fusion,88%,Locked,Locked,Locked,"Advertising, Marketing & PR",Santa Clarita,CA,https://www.inc.com/profile/tlk-fusion
"4,079",Lever1,88%,Locked,Locked,Locked,Human Resources,Overland Park,KS,https://www.inc.com/profile/lever1
"4,080",VMI Sports,88%,Locked,Locked,Locked,Consumer Products,Syosset,NY,https://www.inc.com/profile/vmi-sports
"4,081",Anytime Flooring,88%,Locked,Locked,Locked,Construction,Baton Rouge,LA,https://www.inc.com/profile/anytime-flooring
"4,083",Gravity IT Resources,88%,Locked,Locked,Locked,Business Products & Services,Fort Lauderdale,FL,https://www.inc.com/profile/gravity-resources
"4,084",Optima Global Solutions,88%,Locked,Locked,Locked,IT Services,HAMILTON,NJ,https://www.inc.com/profile/optima-global-solutions
"4,086",Builders United,87%,Locked,Locked,Locked,Construction,Las Vegas,NV,https://www.inc.com/profile/builders-united
"4,087",Endsight,87%,Locked,Locked,Locked,IT Services,Napa,CA,https://www.inc.com/profile/endsight
"4,088",Load N Go,87%,Locked,Locked,Locked,Logistics & Transportation,Bolingbrook,IL,https://www.inc.com/profile/load-n-go
"4,089",Catalina Snacks,87%,Locked,Locked,Locked,Food & Beverage,Lebanon,IN,https://www.inc.com/profile/catalina-snacks
"4,090",Amber Electrical Contractors,87%,Locked,Locked,Locked,Construction,Irving,TX,https://www.inc.com/profile/amber-electrical-contractors
"4,092",Environmental Pest Management,87%,Locked,Locked,Locked,Consumer Services,COLUMBUS,OH,https://www.inc.com/profile/environmental-pest-management
"4,093",DART Direct Mail,87%,Locked,Locked,Locked,"Advertising, Marketing & PR",Marietta,GA,https://www.inc.com/profile/dart-direct-mail
"4,094",Alesig Consulting,87%,Locked,Locked,Locked,IT Services,Fairfax,VA,https://www.inc.com/profile/alesig-consulting
"4,095",Liquipel,87%,Locked,Locked,Locked,Consumer Products,Irvine,CA,https://www.inc.com/profile/liquipel
"4,096",Trius Lending Partners,87%,Locked,Locked,Locked,Real Estate,Towson,MD,https://www.inc.com/profile/superior-settlement-services
"4,097",Moss,87%,Locked,Locked,Locked,Telecommunications,Grand Rapids,MI,https://www.inc.com/profile/moss-telecom
"4,098",Grey Matter Concepts Apparel Group,87%,Locked,Locked,Locked,Manufacturing,"New York, NY",NY,https://www.inc.com/profile/grey-matter-concepts-apparel-group
"4,099",Badger CPA,87%,Locked,Locked,Locked,Business Products & Services,San Antonio,TX,https://www.inc.com/profile/badger--badger
"4,100",Rain Pros,87%,Locked,Locked,Locked,Business Products & Services,Federal Way,WA,https://www.inc.com/profile/rain-pros
"4,101",IT Management,87%,Locked,Locked,Locked,IT Services,Santa Clara,CA,https://www.inc.com/profile/ITMCX
"4,102",Onit,87%,Locked,Locked,Locked,Software,Atlanta,GA,https://www.inc.com/profile/onit
"4,104",SeekOut,87%,Locked,Locked,Locked,Artificial Intelligence & Data,Bellevue,WA,https://www.inc.com/profile/seekout
"4,105",Schaefer Homes,87%,Locked,Locked,Locked,Construction,Annapolis,MD,https://www.inc.com/profile/schaefer-homes
"4,106",Truth Marketing + Media,87%,Locked,Locked,Locked,"Advertising, Marketing & PR",Dallas,TX,https://www.inc.com/profile/truth
"4,107",Steampunk,87%,Locked,Locked,Locked,Government Services,McLean,VA,https://www.inc.com/profile/steampunk
"4,108",Credence Management Solutions,87%,Locked,Locked,Locked,Government Services,McLean,VA,https://www.inc.com/profile/credence_management_solutions
"4,110",Hawk Logistics,87%,Locked,Locked,Locked,Logistics & Transportation,VANCOUVER,WA,https://www.inc.com/profile/hawk-logistics
"4,112",Shoup Legal,87%,Locked,Locked,Locked,Legal,Murrieta,CA,https://www.inc.com/profile/shoup-legal
"4,113",Sky Data Vault,86%,Locked,Locked,Locked,IT Services,Rockville,MD,https://www.inc.com/profile/sky-data-vault
"4,114",DTSpade Specialized Real Estate,86%,Locked,Locked,Locked,Real Estate,Atlanta,GA,https://www.inc.com/profile/dtspade-specialized-real-estate
"4,115",MHK Consultants,86%,Locked,Locked,Locked,IT Services,Wayne,NJ,https://www.inc.com/profile/mhk-consultants
"4,116",Systech MSSP,86%,Locked,Locked,Locked,IT Services,Brooklyn,NY,https://www.inc.com/profile/systech-mssp
"4,117",Sligo Software Solutions,86%,Locked,Locked,Locked,Business Products & Services,Albany,NY,https://www.inc.com/profile/sligo-software-solutions
"4,118",Insight Experience,86%,Locked,Locked,Locked,Business Products & Services,Concord,MA,https://www.inc.com/profile/insight-experience
"4,119",Mayvue,86%,Locked,Locked,Locked,Software,Pittsburgh,PA,https://www.inc.com/profile/mayvue-solutions
"4,120",EnLight.Energy,86%,Locked,Locked,Locked,Energy,Gainesville,FL,https://www.inc.com/profile/enlightenergy
"4,121",CMG Worldwide,86%,Locked,Locked,Locked,"Advertising, Marketing & PR",Beverly Hills,CA,https://www.inc.com/profile/cmg-worldwide
"4,122",Newbury Partners,86%,Locked,Locked,Locked,Business Products & Services,Frisco,TX,https://www.inc.com/profile/newbury-partners
"4,123",Decor IQ,86%,Locked,Locked,Locked,Business Products & Services,San Antonio,TX,https://www.inc.com/profile/decor-iq
"4,125",fassforward consulting group,86%,Locked,Locked,Locked,Business Products & Services,Pelham,NY,https://www.inc.com/profile/fassforward
